LESS FREQUENTLY THAN;17;LogicalConnectors
RULE OF CONSTRUCTION;60;Other
ACCREDITED INVESTOR;0;EconomicOperands
COMPTROLLER GENERAL;91;EconomicOperands
INVESTMENT ADVISERS;51;EconomicOperands
SUBSECTIONS B AND C;9;LegalReferences
SUBSECTIONS C AND D;2;LegalReferences
COMMENT RULEMAKING;0;EconomicOperands
DEFINING TECHNICAL;0;EconomicOperands
INVESTMENT ADVISER;27;EconomicOperands
INVESTMENT COMPANY;15;EconomicOperands
MARKET MAKER SHORT;0;EconomicOperands
SECURITIES-RELATED;1;EconomicOperands
IN CONNECTION WITH;176;FunctionWords
15 USC 80B1 ET SEQ;6;LegalReferences
PARAGRAPHS 1 AND 2;26;LegalReferences
SECTION 3C1 OR 3C7;1;LegalReferences
UNITED STATES CODE;165;LegalReferences
FOR THE PURPOSE OF;80;LogicalConnectors
IN ACCORDANCE WITH;247;LogicalConnectors
IN THE ALTERNATIVE;0;LogicalConnectors
COMPUTER HARDWARE;0;EconomicOperands
CONSOLIDATED TAPE;0;EconomicOperands
OFF-BALANCE-SHEET;3;EconomicOperands
PRIMARY RESIDENCE;0;EconomicOperands
PUBLIC DISCLOSURE;21;EconomicOperands
TRADING PRACTICES;1;EconomicOperands
DIFFERENT CLASSES;1;FunctionWords
17 CFR 27520642B6;0;LegalReferences
BECOME EFFECTIVE;31;EconomicOperands
OVER-THE-COUNTER;1;EconomicOperands
RESPONSIBILITIES;51;EconomicOperands
CLAUSES I AND II;11;LegalReferences
FOR THE PURPOSES;31;LogicalConnectors
CONFIDENTIALITY;41;EconomicOperands
REPRESENTATIVES;114;EconomicOperands
ASSOCIATED WITH;114;FunctionWords
ATTRIBUTABLE TO;4;FunctionWords
17 CFR 27520642;0;LegalReferences
7 USC 1A ET SEQ;0;LegalReferences
THIS SUBSECTION;400;LegalReferences
NOTWITHSTANDING;182;LogicalConnectors
WITH RESPECT TO;672;LogicalConnectors
RECOMMENDATIONS;144;RegulatoryOperators
JANUARY 1 2010;3;Attributes
ADMINISTRATION;35;EconomicOperands
COMMODITY POOL;16;EconomicOperands
COVERED PERSON;130;EconomicOperands
ORGANIZATIONAL;6;EconomicOperands
SMALL BUSINESS;21;EconomicOperands
SYSTEMIC RISKS;2;EconomicOperands
GRANDFATHERING;0;FunctionWords
15 USC 80B2A11;1;LegalReferences
SECTION 202A11;2;LegalReferences
STUDY REQUIRED;57;LegalReferences
SUBPARAGRAPH A;404;LegalReferences
SUBPARAGRAPH B;182;LegalReferences
THIS PARAGRAPH;196;LegalReferences
NOT LATER THAN;285;LogicalConnectors
COMPLYING WITH;14;RegulatoryOperators
PREDOMINATELY;0;Attributes
CLARIFICATION;12;EconomicOperands
DETERMINATION;276;EconomicOperands
FAMILY OFFICE;0;EconomicOperands
METHODOLOGIES;16;EconomicOperands
OPPORTUNITIES;9;EconomicOperands
REGULATION OF;68;EconomicOperands
SHORT SELLING;1;EconomicOperands
SYSTEMIC RISK;25;EconomicOperands
UNITED STATES;405;EconomicOperands
SUBSTANTIALLY;30;FunctionWords
15 USC 80B10C;0;LegalReferences
SUBSECTION A1;49;LegalReferences
SUBSECTION A2;25;LegalReferences
SUBSECTION B3;7;LegalReferences
SUBSECTION B6;1;LegalReferences
PROVIDED THAT;22;LogicalConnectors
REDESIGNATING;96;Other
ESTABLISHMENT;64;RegulatoryOperators
PERIODICALLY;16;Attributes
ARRANGEMENTS;24;EconomicOperands
AVAILABILITY;55;EconomicOperands
BUY-TO-COVER;0;EconomicOperands
COMMISSIONER;13;EconomicOperands
CONSULTATION;158;EconomicOperands
COUNTERPARTY;93;EconomicOperands
ENTITLEMENTS;4;EconomicOperands
EXAMINATIONS;78;EconomicOperands
FUNCTIONS OF;58;EconomicOperands
IMPROVEMENTS;14;EconomicOperands
INDEPENDENCE;36;EconomicOperands
JURISDICTION;157;EconomicOperands
MODIFICATION;40;EconomicOperands
PRIVATE FUND;4;EconomicOperands
REGISTRATION;113;EconomicOperands
REQUIREMENTS;492;EconomicOperands
SIDE LETTERS;0;EconomicOperands
TRANSACTIONS;207;EconomicOperands
VERIFICATION;7;EconomicOperands
BY REASON OF;12;FunctionWords
15 USC 80B11;0;LegalReferences
REGULATION D;2;LegalReferences
SECTION 202A;4;LegalReferences
SECTION 203A;1;LegalReferences
SECTION 203B;5;LegalReferences
SECTION 204B;0;LegalReferences
SECTION 205E;1;LegalReferences
SECTION 210B;2;LegalReferences
SECTION 210C;1;LegalReferences
SECTION 2302;0;LegalReferences
SUBSECTION A;275;LegalReferences
THIS SECTION;768;LegalReferences
EARLIER THAN;8;LogicalConnectors
RESPECTIVELY;75;LogicalConnectors
REDESIGNATED;64;Other
SUBPARAGRAPH;90;Other
APPROPRIATE;557;Attributes
ADJUSTMENTS;24;EconomicOperands
APPLICATION;109;EconomicOperands
ASCERTAINED;1;EconomicOperands
CREDIT RISK;22;EconomicOperands
DEFINITIONS;113;EconomicOperands
DESCRIPTION;65;EconomicOperands
DETERMINING;67;EconomicOperands
DEVELOPMENT;42;EconomicOperands
DISCLOSURES;63;EconomicOperands
ELIGIBILITY;11;EconomicOperands
ELIMINATION;4;EconomicOperands
EXAMINATION;135;EconomicOperands
FEASIBILITY;10;EconomicOperands
HEDGE FUNDS;4;EconomicOperands
INDEPENDENT;67;EconomicOperands
INFORMATION;706;EconomicOperands
INSPECTIONS;18;EconomicOperands
MAINTENANCE;22;EconomicOperands
OPERATIONAL;19;EconomicOperands
PRESCRIBING;27;EconomicOperands
PROPRIETARY;6;EconomicOperands
REGULATIONS;426;EconomicOperands
REQUIREMENT;126;EconomicOperands
SCHOLARSHIP;1;EconomicOperands
TRANSACTION;422;EconomicOperands
IN LIGHT OF;5;FunctionWords
PURSUANT TO;418;FunctionWords
REFERRED TO;117;FunctionWords
RELATING TO;251;FunctionWords
15 USC 80B3;1;LegalReferences
15 USC 80B4;1;LegalReferences
15 USC 80B5;1;LegalReferences
PARAGRAPH 1;413;LegalReferences
PARAGRAPH 2;211;LegalReferences
PARAGRAPH 3;91;LegalReferences
PARAGRAPH 5;27;LegalReferences
PARAGRAPH 6;24;LegalReferences
PARAGRAPH 8;13;LegalReferences
SECTION 202;8;LegalReferences
SECTION 203;6;LegalReferences
SECTION 204;4;LegalReferences
SECTION 206;3;LegalReferences
SECTION 211;3;LegalReferences
SECTION 552;18;LegalReferences
EXCLUSIVELY;10;LogicalConnectors
SHORT TITLE;14;Other
ESTABLISHED;279;RegulatoryOperators
LIMITATIONS;84;RegulatoryOperators
CONSISTENT;122;Attributes
FOURTH DAY;0;Attributes
INDIRECTLY;64;Attributes
REASONABLY;54;Attributes
ACCOUNTANT;6;EconomicOperands
ADJUSTMENT;23;EconomicOperands
AFFILIATED;16;EconomicOperands
ANALYTICAL;2;EconomicOperands
APPLICANTS;14;EconomicOperands
ASSESSMENT;53;EconomicOperands
COLLECTION;36;EconomicOperands
COMMISSION;1502;EconomicOperands
COMPLETION;17;EconomicOperands
COMPLIANCE;288;EconomicOperands
CONDUCTING;43;EconomicOperands
CONTAINING;22;EconomicOperands
CONTROLLED;34;EconomicOperands
DEFINITION;91;EconomicOperands
DEPARTMENT;59;EconomicOperands
DISCLOSURE;106;EconomicOperands
DISCRETION;88;EconomicOperands
GOVERNANCE;23;EconomicOperands
IDENTIFIES;5;EconomicOperands
INDIVIDUAL;123;EconomicOperands
INSPECTION;38;EconomicOperands
INTRASTATE;0;EconomicOperands
INVESTMENT;124;EconomicOperands
MAINTAINED;33;EconomicOperands
MANAGEMENT;117;EconomicOperands
OBLIGATION;99;EconomicOperands
PERFORMING;49;EconomicOperands
PROCEDURES;210;EconomicOperands
PROMULGATE;35;EconomicOperands
PROTECTION;142;EconomicOperands
PROVISIONS;267;EconomicOperands
RECIPIENTS;4;EconomicOperands
RECOGNIZES;1;EconomicOperands
REGISTERED;339;EconomicOperands
REGULATION;301;EconomicOperands
REQUESTING;7;EconomicOperands
SECURITIES;457;EconomicOperands
SHORT SALE;7;EconomicOperands
SOLD SHORT;0;EconomicOperands
STRATEGIES;6;EconomicOperands
THRESHOLDS;2;EconomicOperands
TRANSITION;28;EconomicOperands
APPLICABLE;227;FunctionWords
ELIMINATED;1;FunctionWords
IN GENERAL;649;FunctionWords
PARTICULAR;33;FunctionWords
SUBSEQUENT;17;FunctionWords
THEREAFTER;35;FunctionWords
SECTION 54;0;LegalReferences
THIS TITLE;574;LegalReferences
FEWER THAN;22;LogicalConnectors
ROUNDED TO;2;LogicalConnectors
SUBJECT TO;525;LogicalConnectors
ADDITIONAL;122;MathematicalOperators
AMENDMENTS;149;Other
PARAGRAPHS;33;Other
RULEMAKING;112;Other
LIMITATION;89;RegulatoryOperators
AUTHORIZES;11;RegulatoryOperators
DETERMINES;208;RegulatoryOperators
100000000;3;Attributes
12 MONTHS;23;Attributes
150000000;1;Attributes
5 PERCENT;3;Attributes
NECESSARY;300;Attributes
ADJUSTING;14;EconomicOperands
AGGREGATE;51;EconomicOperands
AGREEMENT;262;EconomicOperands
ANTIFRAUD;7;EconomicOperands
ASSESSING;20;EconomicOperands
ATTENTION;3;EconomicOperands
AUTHORITY;550;EconomicOperands
AVAILABLE;241;EconomicOperands
CARRY OUT;112;EconomicOperands
COLLECTED;58;EconomicOperands
COMPANIES;212;EconomicOperands
COMPELLED;9;EconomicOperands
CONTAINED;22;EconomicOperands
DIRECTORS;129;EconomicOperands
DOCUMENTS;43;EconomicOperands
EMPLOYEES;190;EconomicOperands
EXCHANGES;15;EconomicOperands
EXEMPTIVE;1;EconomicOperands
FAVORABLE;5;EconomicOperands
FINANCIAL;541;EconomicOperands
GOVERNING;52;EconomicOperands
INCIDENCE;0;EconomicOperands
INFLATION;11;EconomicOperands
INTEGRITY;35;EconomicOperands
INVESTORS;119;EconomicOperands
LICENSEES;0;EconomicOperands
MAINTAINS;14;EconomicOperands
MID-SIZED;0;EconomicOperands
MODIFYING;12;EconomicOperands
NET WORTH;2;EconomicOperands
POSITIONS;69;EconomicOperands
POTENTIAL;100;EconomicOperands
PRACTICES;88;EconomicOperands
PRINCIPAL;107;EconomicOperands
PROVIDING;139;EconomicOperands
PROVISION;378;EconomicOperands
QUALIFIED;26;EconomicOperands
REAL TIME;0;EconomicOperands
REFLECTED;0;EconomicOperands
REPORTING;143;EconomicOperands
REPRESENT;7;EconomicOperands
SAFEGUARD;3;EconomicOperands
SENSITIVE;0;EconomicOperands
SUCCESSOR;42;EconomicOperands
THRESHOLD;17;EconomicOperands
TREATMENT;70;EconomicOperands
UNDERTAKE;8;EconomicOperands
VALUATION;20;EconomicOperands
WITHDRAWN;7;EconomicOperands
DIFFERENT;28;FunctionWords
FOLLOWING;712;FunctionWords
GENERALLY;20;FunctionWords
CLAUSE II;52;LegalReferences
SECTION 3;46;LegalReferences
EXCLUDING;4;LogicalConnectors
EXCEPT AS;154;LogicalConnectors
INCLUDING;757;LogicalConnectors
LESS THAN;59;LogicalConnectors
MORE THAN;81;LogicalConnectors
OTHERWISE;269;LogicalConnectors
REGARDING;246;LogicalConnectors
AMENDMENT;85;Other
DESCRIBED;668;Other
ENACTMENT;280;Other
INSERTING;1062;Other
DETERMINE;178;RegulatoryOperators
ESTABLISH;246;RegulatoryOperators
EXCEPTION;68;RegulatoryOperators
EXEMPTION;90;RegulatoryOperators
PRESCRIBE;197;RegulatoryOperators
REGULATED;64;RegulatoryOperators
REQUIRING;52;RegulatoryOperators
SET FORTH;52;RegulatoryOperators
SPECIFIED;51;RegulatoryOperators
25000000;2;Attributes
ANNUALLY;37;Attributes
DIRECTLY;124;Attributes
PERIODIC;23;Attributes
ACCOUNTS;57;EconomicOperands
ADJUSTED;25;EconomicOperands
ADVISERS;12;EconomicOperands
ADVISORY;47;EconomicOperands
BENEFITS;78;EconomicOperands
BUSINESS;175;EconomicOperands
CONGRESS;164;EconomicOperands
CONSIDER;77;EconomicOperands
CONTRACT;362;EconomicOperands
COSTS OF;25;EconomicOperands
CRITERIA;46;EconomicOperands
DELIVERY;73;EconomicOperands
DISCLOSE;52;EconomicOperands
DIVISION;45;EconomicOperands
DOCUMENT;16;EconomicOperands
ELECTION;27;EconomicOperands
EMPLOYED;31;EconomicOperands
ENTIRETY;2;EconomicOperands
ENTITIES;165;EconomicOperands
EXPOSURE;13;EconomicOperands
EXTRACTS;0;EconomicOperands
INCLUDES;74;EconomicOperands
INTEREST;238;EconomicOperands
INVESTED;12;EconomicOperands
INVESTOR;53;EconomicOperands
LEVERAGE;21;EconomicOperands
LICENSED;28;EconomicOperands
MAINTAIN;96;EconomicOperands
MULTIPLE;15;EconomicOperands
NATIONAL;129;EconomicOperands
OFFICERS;25;EconomicOperands
POLICIES;82;EconomicOperands
PREPARED;17;EconomicOperands
PROPERTY;232;EconomicOperands
PROVIDES;77;EconomicOperands
PUBLICLY;30;EconomicOperands
PURCHASE;102;EconomicOperands
PURPOSES;436;EconomicOperands
RECEIVED;107;EconomicOperands
RECEIVES;46;EconomicOperands
REGISTER;51;EconomicOperands
REPORTED;29;EconomicOperands
RESEARCH;31;EconomicOperands
RULES OF;76;EconomicOperands
SCHEDULE;20;EconomicOperands
STANDARD;59;EconomicOperands
STRATEGY;12;EconomicOperands
WITHHOLD;3;EconomicOperands
DOES NOT;181;FunctionWords
MODIFIED;12;FunctionWords
THIS ACT;342;LegalReferences
TITLE 17;8;LegalReferences
TITLE IV;1;LegalReferences
PREVIOUS;17;LogicalConnectors
PROVIDED;438;LogicalConnectors
BASED ON;94;Other
MEANINGS;18;Other
SECTIONS;33;Other
SENTENCE;89;Other
STRIKING;1000;Other
EXEMPTED;12;RegulatoryOperators
REQUIRED;540;RegulatoryOperators
1000000;8;Attributes
2 YEARS;27;Attributes
5 YEARS;32;Attributes
ACCOUNT;195;EconomicOperands
ADVISED;3;EconomicOperands
ADVISER;12;EconomicOperands
ADVISES;2;EconomicOperands
ADVISOR;12;EconomicOperands
APPLIED;38;EconomicOperands
ARISING;64;EconomicOperands
BROUGHT;52;EconomicOperands
CHANGES;45;EconomicOperands
CLIENTS;11;EconomicOperands
COMPANY;316;EconomicOperands
CONDUCT;202;EconomicOperands
COUNCIL;368;EconomicOperands
CUSTODY;30;EconomicOperands
DEFINED;333;EconomicOperands
DELIVER;5;EconomicOperands
ECONOMY;8;EconomicOperands
EFFECTS;24;EconomicOperands
ELECTED;7;EconomicOperands
ENGAGED;91;EconomicOperands
ENTERED;64;EconomicOperands
EXCLUDE;13;EconomicOperands
EXPENSE;6;EconomicOperands
FAILURE;56;EconomicOperands
FEDERAL;542;EconomicOperands
FORMING;0;EconomicOperands
INCLUDE;258;EconomicOperands
INITIAL;44;EconomicOperands
INVESTS;1;EconomicOperands
LICENSE;11;EconomicOperands
MANAGED;12;EconomicOperands
MARKETS;70;EconomicOperands
MEMBERS;117;EconomicOperands
MONITOR;35;EconomicOperands
NATURAL;17;EconomicOperands
NEAREST;4;EconomicOperands
OVERSEE;4;EconomicOperands
PERIODS;22;EconomicOperands
PERSONS;192;EconomicOperands
PRIVATE;52;EconomicOperands
PROCEED;4;EconomicOperands
PROVIDE;337;EconomicOperands
QUALIFY;7;EconomicOperands
RECORDS;115;EconomicOperands
REFLECT;26;EconomicOperands
RELIEVE;0;EconomicOperands
REMAINS;7;EconomicOperands
REPORTS;220;EconomicOperands
REQUEST;182;EconomicOperands
RESULTS;56;EconomicOperands
REVIEWS;20;EconomicOperands
REVOKED;6;EconomicOperands
SHARING;20;EconomicOperands
SPECIAL;47;EconomicOperands
STUDIES;12;EconomicOperands
TRADING;114;EconomicOperands
ANOTHER;64;FunctionWords
APPLIES;20;FunctionWords
BETWEEN;118;FunctionWords
CERTAIN;105;FunctionWords
CURRENT;45;FunctionWords
PENDING;18;FunctionWords
THERETO;45;FunctionWords
THROUGH;245;FunctionWords
WHEREBY;1;FunctionWords
WITHOUT;109;FunctionWords
TITLE 5;89;LegalReferences
JOINTLY;100;LogicalConnectors
NEITHER;7;LogicalConnectors
NOTHING;97;LogicalConnectors
BECAUSE;7;LogicalConnectors
FURTHER;45;LogicalConnectors
SO THAT;12;LogicalConnectors
SUCH AS;29;LogicalConnectors
THAT IS;543;LogicalConnectors
WHETHER;283;LogicalConnectors
CONTENT;21;Other
THEREIN;26;Other
LIMITED;28;RegulatoryOperators
AMENDED;638;RegulatoryOperators
PREVENT;68;RegulatoryOperators
REQUIRE;217;RegulatoryOperators
100000;5;Attributes
1-YEAR;23;Attributes
4-YEAR;0;Attributes
ACTION;381;EconomicOperands
ADJUST;12;EconomicOperands
ADVICE;68;EconomicOperands
AFFECT;79;EconomicOperands
AGENCY;448;EconomicOperands
AMOUNT;338;EconomicOperands
ANNUAL;123;EconomicOperands
ASSETS;216;EconomicOperands
BECOME;45;EconomicOperands
BEGINS;7;EconomicOperands
CLIENT;2;EconomicOperands
COPIES;14;EconomicOperands
DEFINE;28;EconomicOperands
DOLLAR;27;EconomicOperands
EFFECT;155;EconomicOperands
EFFORT;2;EconomicOperands
ENTITY;212;EconomicOperands
FACTOR;9;EconomicOperands
FAMILY;9;EconomicOperands
IMPACT;64;EconomicOperands
INVEST;5;EconomicOperands
ISSUED;178;EconomicOperands
ISSUER;177;EconomicOperands
MARKED;0;EconomicOperands
MARKET;225;EconomicOperands
NEEDED;8;EconomicOperands
NOTICE;269;EconomicOperands
OBTAIN;53;EconomicOperands
OFFICE;315;EconomicOperands
ORDERS;101;EconomicOperands
OTHERS;11;EconomicOperands
PERIOD;308;EconomicOperands
PERSON;913;EconomicOperands
POLICY;59;EconomicOperands
PUBLIC;297;EconomicOperands
RECENT;6;EconomicOperands
RECORD;43;EconomicOperands
REMEDY;6;EconomicOperands
REPORT;551;EconomicOperands
REVIEW;198;EconomicOperands
RIGHTS;116;EconomicOperands
SENATE;146;EconomicOperands
SHARES;12;EconomicOperands
SPOUSE;0;EconomicOperands
STATES;33;EconomicOperands
STATUS;69;EconomicOperands
SUBMIT;177;EconomicOperands
TAKING;52;EconomicOperands
TRADES;16;EconomicOperands
DURING;147;FunctionWords
ITSELF;16;FunctionWords
LISTED;18;FunctionWords
MAKING;105;FunctionWords
BEFORE;339;LogicalConnectors
EXCEPT;158;LogicalConnectors
HIGHER;16;LogicalConnectors
IN ALL;3;LogicalConnectors
SOLELY;63;LogicalConnectors
UNLESS;183;LogicalConnectors
WITHIN;202;LogicalConnectors
ADDING;258;MathematicalOperators
FILING;60;Other
MANNER;180;Other
SHOULD;60;RegulatoryOperators
DEEMED;96;RegulatoryOperators
EXEMPT;77;RegulatoryOperators
FIRST;90;Attributes
UNDUE;4;Attributes
AGREE;12;EconomicOperands
ASSET;55;EconomicOperands
COSTS;63;EconomicOperands
COURT;202;EconomicOperands
DELAY;10;EconomicOperands
FACTS;15;EconomicOperands
FILED;56;EconomicOperands
FINAL;142;EconomicOperands
FUNDS;175;EconomicOperands
HOLDS;19;EconomicOperands
ISSUE;160;EconomicOperands
JOINT;31;EconomicOperands
LEVEL;34;EconomicOperands
MEANS;416;EconomicOperands
ORDER;249;EconomicOperands
OWNED;34;EconomicOperands
PARTY;111;EconomicOperands
PLACE;196;EconomicOperands
POSED;7;EconomicOperands
RANGE;11;EconomicOperands
RIGHT;79;EconomicOperands
RULES;509;EconomicOperands
SCOPE;52;EconomicOperands
SHORT;0;EconomicOperands
STATE;604;EconomicOperands
STEPS;31;EconomicOperands
STUDY;244;EconomicOperands
TRADE;167;EconomicOperands
TYPES;44;EconomicOperands
VALUE;113;EconomicOperands
YEARS;41;EconomicOperands
BEING;49;FunctionWords
EVERY;28;FunctionWords
THEIR;112;FunctionWords
THOSE;85;FunctionWords
UNDER;2761;FunctionWords
WHICH;991;FunctionWords
WHOSE;31;FunctionWords
WOULD;190;FunctionWords
OTHER;1531;LogicalConnectors
AFTER;892;LogicalConnectors
TOTAL;99;MathematicalOperators
ADDED;67;MathematicalOperators
CITED;14;Other
TERMS;247;Other
DEEMS;39;RegulatoryOperators
SHALL;3556;RegulatoryOperators
DATA;250;EconomicOperands
DATE;679;EconomicOperands
DUTY;52;EconomicOperands
FILE;50;EconomicOperands
FORM;126;EconomicOperands
FUND;258;EconomicOperands
HELD;84;EconomicOperands
LONG;8;EconomicOperands
POSE;29;EconomicOperands
RISK;128;EconomicOperands
RULE;413;EconomicOperands
SIDE;1;EconomicOperands
SIZE;48;EconomicOperands
TEST;3;EconomicOperands
TIME;244;EconomicOperands
TYPE;70;EconomicOperands
UPON;230;EconomicOperands
USED;151;EconomicOperands
USES;23;EconomicOperands
YEAR;219;EconomicOperands
BEEN;187;FunctionWords
FROM;715;FunctionWords
HAVE;437;FunctionWords
INTO;251;FunctionWords
MADE;379;FunctionWords
MAKE;208;FunctionWords
ONCE;15;FunctionWords
SAME;206;FunctionWords
SUCH;2844;FunctionWords
TAKE;122;FunctionWords
THAN;259;FunctionWords
THAT;2673;FunctionWords
THEY;18;FunctionWords
THIS;147;FunctionWords
WERE;90;FunctionWords
WILL;132;FunctionWords
WITH;1267;FunctionWords
ACTS;51;LegalReferences
BOTH;54;LogicalConnectors
EACH;694;LogicalConnectors
LIKE;13;LogicalConnectors
MORE;161;LogicalConnectors
ONLY;107;LogicalConnectors
THEN;41;LogicalConnectors
OVER;68;MathematicalOperators
SETS;13;Other
TERM;750;Other
DEEM;7;RegulatoryOperators
BUY;1;EconomicOperands
GAO;10;EconomicOperands
LAW;448;EconomicOperands
NET;35;EconomicOperands
NEW;163;EconomicOperands
OUT;69;EconomicOperands
SEC;480;EconomicOperands
USE;228;EconomicOperands
ARE;754;FunctionWords
FOR;3076;FunctionWords
HAS;467;FunctionWords
HOW;37;FunctionWords
ITS;339;FunctionWords
MAY;1426;FunctionWords
THE;25358;FunctionWords
WAS;180;FunctionWords
WHO;284;FunctionWords
204;1;LegalReferences
206;2;LegalReferences
402;0;LegalReferences
403;1;LegalReferences
404;1;LegalReferences
406;0;LegalReferences
414;0;LegalReferences
ACT;173;LegalReferences
III;466;LegalReferences
ALL;475;LogicalConnectors
ANY;3960;LogicalConnectors
AND;9237;LogicalConnectors
BUT;104;LogicalConnectors
NON;53;LogicalConnectors
NOR;16;LogicalConnectors
NOT;1117;LogicalConnectors
END;451;Other
10;48;Attributes
12;75;Attributes
15;66;Attributes
23;15;Attributes
30;13;Attributes
EC;136;EconomicOperands
IT;171;EconomicOperands
US;120;EconomicOperands
AN;1659;FunctionWords
AT;748;FunctionWords
BE;2130;FunctionWords
BY;4907;FunctionWords
IN;5851;FunctionWords
IS;1999;FunctionWords
OF;14485;FunctionWords
ON;1692;FunctionWords
TO;6602;FunctionWords
11;70;LegalReferences
13;26;LegalReferences
16;26;LegalReferences
17;24;LegalReferences
18;19;LegalReferences
19;7;LegalReferences
22;12;LegalReferences
29;32;LegalReferences
2A;6;LegalReferences
40;7;LegalReferences
42;19;LegalReferences
53;2;LegalReferences
54;5;LegalReferences
A3;8;LegalReferences
AA;70;LegalReferences
II;1094;LegalReferences
IV;233;LegalReferences
NO;315;LogicalConnectors
AS;2588;LogicalConnectors
IF;581;LogicalConnectors
OR;8845;LogicalConnectors
SO;86;LogicalConnectors
1;1297;Attributes
2;1100;Attributes
3;656;Attributes
4;410;Attributes
5;314;Attributes
6;236;Attributes
7;274;Attributes
8;159;Attributes
9;210;Attributes
A;8177;FunctionWords
I;1239;FunctionWords
B;1689;LegalReferences
C;1122;LegalReferences
D;748;LegalReferences
E;701;LegalReferences
F;268;LegalReferences
H;182;LegalReferences
L;92;LegalReferences
M;78;LegalReferences
N;102;LegalReferences
U;91;LegalReferences
V;156;LegalReferences
