key;category;id_key;id_category;category_count;total_count;_duplicate
"(38)";"LegalReferences";53;4;10729;1;1
"(39)";"LegalReferences";54;4;10729;1;1
"(4)";"LegalReferences";55;4;10729;114;1
"(4)(A)";"LegalReferences";56;4;10729;3;1
"(4)(B)";"LegalReferences";57;4;10729;6;1
"(40)";"LegalReferences";58;4;10729;1;1
"(41)";"LegalReferences";59;4;10729;2;1
"(46)";"LegalReferences";60;4;10729;2;1
"(5)";"LegalReferences";61;4;10729;41;1
"(5)(A)";"LegalReferences";62;4;10729;2;1
"(5)(B)";"LegalReferences";63;4;10729;1;1
"(51)";"LegalReferences";64;4;10729;1;1
"(53)(A)";"LegalReferences";65;4;10729;1;1
"(6)";"LegalReferences";66;4;10729;35;1
"(6)(B)";"LegalReferences";67;4;10729;2;1
"(68)";"LegalReferences";68;4;10729;2;1
"(7";"Attributes";69;1;4156;82;1
"(7)";"LegalReferences";70;4;10729;24;1
"(7))";"LegalReferences";71;4;10729;1;1
"(8)";"LegalReferences";72;4;10729;15;1
"(8)(A)";"LegalReferences";73;4;10729;1;1
"(9)";"Attributes";74;1;4156;18;1
"(9)(A)";"LegalReferences";75;4;10729;1;1
"(A)";"LegalReferences";76;4;10729;374;1
"(A)(ii)";"LegalReferences";77;4;10729;1;1
"(A))";"LegalReferences";78;4;10729;2;1
"(ARM)";"EconomicOperands";79;2;97973;1;1
"(B)";"LegalReferences";80;4;10729;192;1
"(B))";"LegalReferences";81;4;10729;3;1
"(C)";"LegalReferences";82;4;10729;80;1
"(C))";"LegalReferences";83;4;10729;1;1
"(CRM)";"EconomicOperands";84;2;97973;1;1
"(D)";"LegalReferences";85;4;10729;54;1
"(E)";"LegalReferences";86;4;10729;22;1
"(F)";"LegalReferences";87;4;10729;11;1
"(G)";"EconomicOperands";88;2;97973;18;1
"(G))";"LegalReferences";89;4;10729;1;1
"(H)";"LegalReferences";90;4;10729;8;1
"(H))";"LegalReferences";91;4;10729;1;1
"(I)";"LegalReferences";92;4;10729;39;1
"(II)";"LegalReferences";93;4;10729;18;1
"(II)))";"LegalReferences";94;4;10729;1;1
"(III)";"LegalReferences";95;4;10729;7;1
"(IV)";"LegalReferences";96;4;10729;8;1
"(J)";"LegalReferences";97;4;10729;3;1
"(K)";"LegalReferences";98;4;10729;3;1
"(L)";"LegalReferences";99;4;10729;1;1
"(Model";"EconomicOperands";100;2;97973;1;1
"(Public";"EconomicOperands";101;2;97973;15;1
"(V)";"LegalReferences";102;4;10729;2;1
"(VI)";"LegalReferences";103;4;10729;2;1
"(VIII)";"LegalReferences";104;4;10729;3;1
"(X)";"LegalReferences";105;4;10729;2;1
"(XII)";"LegalReferences";106;4;10729;1;1
"(a)";"LegalReferences";107;4;10729;308;1
"(a)(1)";"LegalReferences";108;4;10729;37;1
"(a)(1))";"LegalReferences";109;4;10729;1;1
"(a)(11)";"LegalReferences";110;4;10729;3;1
"(a)(2)";"LegalReferences";111;4;10729;10;1
"(a)(2))";"LegalReferences";112;4;10729;1;1
"(a)(3)";"LegalReferences";113;4;10729;2;1
"(a)(4)";"LegalReferences";114;4;10729;7;1
"(a)(6)";"LegalReferences";115;4;10729;1;1
"(a)(6))";"LegalReferences";116;4;10729;1;1
"(a)(7)";"LegalReferences";117;4;10729;4;1
"(a)(8)";"LegalReferences";118;4;10729;3;1
"(a))";"LegalReferences";119;4;10729;4;1
"(aa)";"LegalReferences";120;4;10729;1;1
"(after";"LogicalConnectors";121;5;35836;2;1
"(also";"LogicalConnectors";122;5;35836;1;1
"(and";"LogicalConnectors";123;5;35836;20;1
"(as";"LogicalConnectors";124;5;35836;261;1
"(at";"FunctionWords";125;3;106909;1;1
"(b)";"LegalReferences";126;4;10729;221;1
"(b)(1)";"LegalReferences";127;4;10729;13;1
"(b)(2)";"LegalReferences";128;4;10729;24;1
"(b)(2))";"LegalReferences";129;4;10729;3;1
"(b)(3)";"LegalReferences";130;4;10729;7;1
"(b)(4)";"LegalReferences";131;4;10729;6;1
"(b)(6)";"LegalReferences";132;4;10729;1;1
"(b)(9)";"LegalReferences";133;4;10729;1;1
"(b))";"LegalReferences";134;4;10729;2;1
"(bb)";"LegalReferences";135;4;10729;1;1
"(before";"LogicalConnectors";136;5;35836;3;1
"(but";"LogicalConnectors";137;5;35836;5;1
"(by";"FunctionWords";138;3;106909;2;1
"(c)";"LegalReferences";139;4;10729;76;1
"(c)(1)";"LegalReferences";140;4;10729;9;1
"(c)(2)";"LegalReferences";141;4;10729;7;1
"(c)(4)";"LegalReferences";142;4;10729;1;1
"(c)(7)";"LegalReferences";143;4;10729;1;1
"(c)(8)";"LegalReferences";144;4;10729;1;1
"(c)(9)(C)";"LegalReferences";145;4;10729;1;1
"(c))";"LegalReferences";146;4;10729;1;1
"(cc)";"LegalReferences";147;4;10729;2;1
"(commonly";"FunctionWords";148;3;106909;1;1
"(d)";"LegalReferences";149;4;10729;53;1
"(d)(1)";"LegalReferences";150;4;10729;9;1
"(d)(2)";"LegalReferences";151;4;10729;4;1
"(d)(3)";"LegalReferences";152;4;10729;1;1
"(d)(4)";"LegalReferences";153;4;10729;3;1
"(d)(5)";"LegalReferences";154;4;10729;1;1
"(described";"Other";155;6;9529;2;1
"(division";"EconomicOperands";156;2;97973;1;1
"(e)";"LegalReferences";157;4;10729;46;1
"(e)(1)";"LegalReferences";158;4;10729;2;1
"(e)(2)";"LegalReferences";159;4;10729;4;1
"(e)(5)";"LegalReferences";160;4;10729;1;1
"(e)(7)";"LegalReferences";161;4;10729;1;1
"(e))";"LegalReferences";162;4;10729;2;1
"(especially";"LogicalConnectors";163;5;35836;1;1
"(except";"LogicalConnectors";164;5;35836;15;1
"(excluding";"FunctionWords";165;3;106909;1;1
"(expressed";"EconomicOperands";166;2;97973;2;1
"(f)";"LegalReferences";167;4;10729;31;1
"(f)(1)";"LegalReferences";168;4;10729;3;1
"(f)(2)";"LegalReferences";169;4;10729;3;1
"(g)";"LegalReferences";170;4;10729;31;1
"(g)(1)";"LegalReferences";171;4;10729;4;1
"(g)(1))";"LegalReferences";172;4;10729;1;1
"(g)(2)";"LegalReferences";173;4;10729;2;1
"(g)(3)";"LegalReferences";174;4;10729;1;1
"(g)(4)";"LegalReferences";175;4;10729;1;1
"(h)";"LegalReferences";176;4;10729;12;1
"(h)(1)";"LegalReferences";177;4;10729;3;1
"(h)(2)";"LegalReferences";178;4;10729;3;1
"(h)(4)";"LegalReferences";179;4;10729;3;1
"(h)(5)";"LegalReferences";180;4;10729;1;1
"(h)(6)";"LegalReferences";181;4;10729;1;1
"(h)(7))";"LegalReferences";182;4;10729;1;1
"(h)(8)";"LegalReferences";183;4;10729;1;1
"(i)";"LegalReferences";184;4;10729;176;1
"(i)(1)";"LegalReferences";185;4;10729;1;1
"(i))";"LegalReferences";186;4;10729;1;1
"(if";"LogicalConnectors";187;5;35836;4;1
"(ii)";"LegalReferences";188;4;10729;68;1
"(iii)";"LegalReferences";189;4;10729;29;1
"(in";"FunctionWords";190;3;106909;25;1
"(including";"LogicalConnectors";191;5;35836;180;1
"(incorporated";"EconomicOperands";192;2;97973;2;1
"(iv)";"LegalReferences";193;4;10729;20;1
"(ix)";"LegalReferences";194;4;10729;2;1
"(j)";"LegalReferences";195;4;10729;10;1
"(j)(1)";"LegalReferences";196;4;10729;1;1
"(k)";"LegalReferences";197;4;10729;9;1
"(known";"Other";198;6;9529;3;1
"(l)";"LegalReferences";199;4;10729;4;1
"(l)(2)";"LegalReferences";200;4;10729;1;1
"(l)(5)";"LegalReferences";201;4;10729;1;1
"(m)";"LegalReferences";202;4;10729;7;1
"(n)";"LegalReferences";203;4;10729;8;1
"(n)(9)";"LegalReferences";204;4;10729;2;1
"(not";"LogicalConnectors";205;5;35836;1;1
"(o)";"LegalReferences";206;4;10729;7;1
"(of";"FunctionWords";207;3;106909;1;1
"(or";"LogicalConnectors";208;5;35836;163;1
"(other";"FunctionWords";209;3;106909;1;1
"(p)";"LegalReferences";210;4;10729;4;1
"(prior";"EconomicOperands";211;2;97973;4;1
"(q)";"LegalReferences";212;4;10729;5;1
"(r)";"LegalReferences";213;4;10729;3;1
"(r)(3)";"LegalReferences";214;4;10729;1;1
"(r)(4)";"LegalReferences";215;4;10729;1;1
"(r))";"LegalReferences";216;4;10729;1;1
"(regarding";"LogicalConnectors";217;5;35836;1;1
"(s)";"LegalReferences";218;4;10729;4;1
"(so";"LogicalConnectors";219;5;35836;1;1
"(solely";"LogicalConnectors";220;5;35836;2;1
"(t)";"LegalReferences";221;4;10729;1;1
"(than";"FunctionWords";222;3;106909;1;1
"(the";"FunctionWords";223;3;106909;7;1
"(through";"FunctionWords";224;3;106909;1;1
"(u)";"LegalReferences";225;4;10729;3;1
"(unless";"LogicalConnectors";226;5;35836;2;1
"(until";"FunctionWords";227;3;106909;1;1
"(upon";"FunctionWords";228;3;106909;4;1
"(v)";"LegalReferences";229;4;10729;17;1
"(v))";"LegalReferences";230;4;10729;2;1
"(vi)";"LegalReferences";231;4;10729;9;1
"(vii)";"LegalReferences";232;4;10729;8;1
"(w)(1)";"LegalReferences";233;4;10729;1;1
"(whether";"LogicalConnectors";234;5;35836;8;1
"(which";"FunctionWords";235;3;106909;13;1
"(who";"FunctionWords";236;3;106909;2;1
"(with";"FunctionWords";237;3;106909;2;1
"(within";"LogicalConnectors";238;5;35836;4;1
"(without";"FunctionWords";239;3;106909;2;1
"(x)";"LegalReferences";240;4;10729;1;1
"(xi)";"LegalReferences";241;4;10729;1;1
"(y)";"LegalReferences";242;4;10729;1;1
"(z)";"LegalReferences";243;4;10729;1;1
"1";"Attributes";244;1;4156;223;1
"1(b)";"LegalReferences";245;4;10729;3;1
"1(b)(5)";"LegalReferences";246;4;10729;1;1
"1(b)(7)";"LegalReferences";247;4;10729;2;1
"1)";"Attributes";248;1;4156;1;1
"1-year";"Attributes";249;1;4156;24;1
"10";"LegalReferences";250;4;10729;13;1
"10(a)";"LegalReferences";251;4;10729;1;1
"10(a)(1)";"LegalReferences";252;4;10729;1;1
"10(a)(2)";"LegalReferences";253;4;10729;1;1
"10(b)";"LegalReferences";254;4;10729;1;1
"10(b)(2)";"LegalReferences";255;4;10729;1;1
"10(b)(3)";"LegalReferences";256;4;10729;1;1
"10(c)";"LegalReferences";257;4;10729;1;1
"10(c)(2)";"LegalReferences";258;4;10729;1;1
"10(c)(9)(A)";"LegalReferences";259;4;10729;1;1
"10(c)(9)(C)";"LegalReferences";260;4;10729;1;1
"10(c)(9)(D)";"LegalReferences";261;4;10729;1;1
"10(e)";"LegalReferences";262;4;10729;1;1
"10(e)(2)";"LegalReferences";263;4;10729;1;1
"10(g)(1)";"LegalReferences";264;4;10729;1;1
"10(o)";"LegalReferences";265;4;10729;1;1
"1001";"LegalReferences";266;4;10729;1;1
"1002";"LegalReferences";267;4;10729;2;1
"1002)";"LegalReferences";268;4;10729;8;1
"1006";"LegalReferences";269;4;10729;1;1
"101";"LegalReferences";270;4;10729;8;1
"101(c)";"LegalReferences";271;4;10729;1;1
"101(e)";"LegalReferences";272;4;10729;2;1
"1011";"LegalReferences";273;4;10729;2;1
"1013";"LegalReferences";274;4;10729;1;1
"1013(a)(2)(B)";"LegalReferences";275;4;10729;1;1
"1013(b)(3)";"LegalReferences";276;4;10729;1;1
"1014";"LegalReferences";277;4;10729;1;1
"1018(f))";"LegalReferences";278;4;10729;1;1
"102";"LegalReferences";279;4;10729;7;1
"102(d)";"LegalReferences";280;4;10729;1;1
"102(e)";"LegalReferences";281;4;10729;1;1
"102)";"LegalReferences";282;4;10729;2;1
"1022";"LegalReferences";283;4;10729;2;1
"1022(c)";"LegalReferences";284;4;10729;1;1
"1023";"LegalReferences";285;4;10729;1;1
"1024";"LegalReferences";286;4;10729;9;1
"1024(c)(1)";"LegalReferences";287;4;10729;1;1
"1025";"LegalReferences";288;4;10729;6;1
"1025(a)";"LegalReferences";289;4;10729;4;1
"1025(a)(1))";"LegalReferences";290;4;10729;1;1
"1025(c)";"LegalReferences";291;4;10729;2;1
"1026";"LegalReferences";292;4;10729;3;1
"1026(a)";"LegalReferences";293;4;10729;3;1
"1027(a)(2)(A)";"LegalReferences";294;4;10729;2;1
"1029";"LegalReferences";295;4;10729;1;1
"1029(a)";"LegalReferences";296;4;10729;6;1
"103";"LegalReferences";297;4;10729;3;1
"103(a)";"LegalReferences";298;4;10729;2;1
"103(aa)";"LegalReferences";299;4;10729;4;1
"103(aa)(2)";"LegalReferences";300;4;10729;1;1
"103(aa)(4)";"LegalReferences";301;4;10729;3;1
"1031";"LegalReferences";302;4;10729;4;1
"1032";"LegalReferences";303;4;10729;1;1
"104";"LegalReferences";304;4;10729;1;1
"104(a)";"LegalReferences";305;4;10729;3;1
"104(b)";"LegalReferences";306;4;10729;1;1
"104(b)(1)(A)";"LegalReferences";307;4;10729;1;1
"104(d)";"LegalReferences";308;4;10729;1;1
"104(e)";"LegalReferences";309;4;10729;2;1
"1044";"LegalReferences";310;4;10729;1;1
"105";"LegalReferences";311;4;10729;3;1
"105(a)(20)";"LegalReferences";312;4;10729;2;1
"105(b)";"LegalReferences";313;4;10729;1;1
"105(b)(3)";"LegalReferences";314;4;10729;1;1
"105(b)(4)(B)";"LegalReferences";315;4;10729;1;1
"105(b)(5)";"LegalReferences";316;4;10729;1;1
"105(b)(5)(A)";"LegalReferences";317;4;10729;1;1
"105(c)(1)";"LegalReferences";318;4;10729;1;1
"105(c)(4)";"LegalReferences";319;4;10729;1;1
"105(c)(6)";"LegalReferences";320;4;10729;1;1
"105(c)(7)(B)";"LegalReferences";321;4;10729;1;1
"105(i)";"LegalReferences";322;4;10729;2;1
"106";"LegalReferences";323;4;10729;5;1
"106(a)";"LegalReferences";324;4;10729;1;1
"106(a)(4)";"LegalReferences";325;4;10729;2;1
"106(e)";"LegalReferences";326;4;10729;3;1
"106(g)";"LegalReferences";327;4;10729;1;1
"106(g)(1)";"LegalReferences";328;4;10729;1;1
"1061";"LegalReferences";329;4;10729;3;1
"1061(b)(1)";"LegalReferences";330;4;10729;1;1
"1061(b)(2)";"LegalReferences";331;4;10729;1;1
"1061(b)(3)";"LegalReferences";332;4;10729;1;1
"1061(b)(4)";"LegalReferences";333;4;10729;1;1
"1061(b)(5)";"LegalReferences";334;4;10729;2;1
"1061(b)(6)";"LegalReferences";335;4;10729;1;1
"1061(b)(7)";"LegalReferences";336;4;10729;1;1
"1062";"LegalReferences";337;4;10729;5;1
"1064";"LegalReferences";338;4;10729;1;1
"107";"LegalReferences";339;4;10729;3;1
"107(a)";"LegalReferences";340;4;10729;2;1
"107(b)";"LegalReferences";341;4;10729;1;1
"107(d)(3)";"LegalReferences";342;4;10729;1;1
"1076)";"LegalReferences";343;4;10729;1;1
"108";"LegalReferences";344;4;10729;1;1
"108(a)";"LegalReferences";345;4;10729;1;1
"108(c)";"LegalReferences";346;4;10729;1;1
"1081";"LegalReferences";347;4;10729;1;1
"1083";"LegalReferences";348;4;10729;1;1
"109";"LegalReferences";349;4;10729;1;1
"10A";"LegalReferences";350;4;10729;3;1
"11";"LegalReferences";351;4;10729;25;1
"11(a)(1)";"LegalReferences";352;4;10729;2;1
"11(a)(4)";"LegalReferences";353;4;10729;1;1
"11(c)(5)";"LegalReferences";354;4;10729;1;1
"11(e)";"LegalReferences";355;4;10729;1;1
"11(k)";"LegalReferences";356;4;10729;1;1
"11(l)";"LegalReferences";357;4;10729;1;1
"11(l)(2)";"LegalReferences";358;4;10729;1;1
"11(r)(2)";"LegalReferences";359;4;10729;1;1
"11(s)";"LegalReferences";360;4;10729;2;1
"110";"LegalReferences";361;4;10729;2;1
"110(b)(2)";"LegalReferences";362;4;10729;1;1
"1101";"LegalReferences";363;4;10729;2;1
"1103(a)";"LegalReferences";364;4;10729;2;1
"1104";"LegalReferences";365;4;10729;1;1
"1104(b)";"LegalReferences";366;4;10729;1;1
"1105";"LegalReferences";367;4;10729;6;1
"1105(a)";"LegalReferences";368;4;10729;1;1
"1105(c)";"LegalReferences";369;4;10729;3;1
"1106";"LegalReferences";370;4;10729;1;1
"1109";"LegalReferences";371;4;10729;1;1
"1109(a)";"LegalReferences";372;4;10729;2;1
"1109(b)";"LegalReferences";373;4;10729;1;1
"1110";"LegalReferences";374;4;10729;1;1
"1112(b)";"LegalReferences";375;4;10729;1;1
"1113";"LegalReferences";376;4;10729;2;1
"1116";"LegalReferences";377;4;10729;1;1
"1117";"LegalReferences";378;4;10729;2;1
"1118";"LegalReferences";379;4;10729;1;1
"1119(a)(2)";"LegalReferences";380;4;10729;1;1
"112(b)";"LegalReferences";381;4;10729;1;1
"1121";"LegalReferences";382;4;10729;1;1
"1122";"LegalReferences";383;4;10729;5;1
"1122(d)";"LegalReferences";384;4;10729;1;1
"1124";"LegalReferences";385;4;10729;1;1
"1125(c)";"LegalReferences";386;4;10729;1;1
"113";"LegalReferences";387;4;10729;17;1
"113(b)";"LegalReferences";388;4;10729;1;1
"113(b))";"LegalReferences";389;4;10729;1;1
"113(e)(3)";"LegalReferences";390;4;10729;1;1
"1132";"LegalReferences";391;4;10729;2;1
"115";"LegalReferences";392;4;10729;7;1
"115(c)";"LegalReferences";393;4;10729;2;1
"116(d)";"LegalReferences";394;4;10729;1;1
"119";"LegalReferences";395;4;10729;1;1
"11A";"LegalReferences";396;4;10729;1;1
"12";"LegalReferences";397;4;10729;8;1
"12(e)(2)(B)";"LegalReferences";398;4;10729;1;1
"12(f)";"LegalReferences";399;4;10729;1;1
"12)";"LegalReferences";400;4;10729;1;1
"12-month";"Attributes";401;1;4156;5;1
"120";"LegalReferences";402;4;10729;2;1
"1204(c)";"LegalReferences";403;4;10729;2;1
"1204(c)(3)";"LegalReferences";404;4;10729;1;1
"1205(b)";"LegalReferences";405;4;10729;1;1
"1206(a)";"LegalReferences";406;4;10729;1;1
"121(k)";"LegalReferences";407;4;10729;1;1
"1221";"LegalReferences";408;4;10729;1;1
"125";"LegalReferences";409;4;10729;1;1
"1254";"LegalReferences";410;4;10729;1;1
"1256";"LegalReferences";411;4;10729;1;1
"128";"LegalReferences";412;4;10729;2;1
"128(a)";"LegalReferences";413;4;10729;1;1
"128(f)";"LegalReferences";414;4;10729;1;1
"129";"LegalReferences";415;4;10729;14;1
"129(c)(2)";"LegalReferences";416;4;10729;1;1
"129(e)";"LegalReferences";417;4;10729;1;1
"129(m)";"LegalReferences";418;4;10729;1;1
"1291";"LegalReferences";419;4;10729;1;1
"12a(7))";"LegalReferences";420;4;10729;1;1
"13";"LegalReferences";421;4;10729;15;1
"13(b)";"LegalReferences";422;4;10729;1;1
"13(c)";"LegalReferences";423;4;10729;1;1
"13(e)";"LegalReferences";424;4;10729;1;1
"13(f)";"LegalReferences";425;4;10729;2;1
"13(f)(1)";"LegalReferences";426;4;10729;1;1
"13(n)";"LegalReferences";427;4;10729;2;1
"13(p)";"LegalReferences";428;4;10729;7;1
"13(p)(1)(A)";"LegalReferences";429;4;10729;1;1
"13)";"LegalReferences";430;4;10729;1;1
"130";"LegalReferences";431;4;10729;3;1
"130(a)";"LegalReferences";432;4;10729;1;1
"130(e)";"LegalReferences";433;4;10729;1;1
"1301";"LegalReferences";434;4;10729;2;1
"1303";"LegalReferences";435;4;10729;1;1
"1319";"LegalReferences";436;4;10729;1;1
"1348";"LegalReferences";437;4;10729;1;1
"1361";"LegalReferences";438;4;10729;1;1
"1367";"LegalReferences";439;4;10729;1;1
"14";"LegalReferences";440;4;10729;5;1
"14(a)";"LegalReferences";441;4;10729;1;1
"14(c)";"LegalReferences";442;4;10729;1;1
"14(g)";"LegalReferences";443;4;10729;1;1
"140";"LegalReferences";444;4;10729;3;1
"140(d)";"LegalReferences";445;4;10729;1;1
"1401)";"LegalReferences";446;4;10729;1;1
"1402(a))";"LegalReferences";447;4;10729;2;1
"1402(b))";"LegalReferences";448;4;10729;1;1
"1403)";"LegalReferences";449;4;10729;1;1
"1404)";"LegalReferences";450;4;10729;1;1
"141";"LegalReferences";451;4;10729;1;1
"141(f)";"LegalReferences";452;4;10729;1;1
"1411)";"LegalReferences";453;4;10729;3;1
"1431(l)(2))";"LegalReferences";454;4;10729;1;1
"1437g(e))";"LegalReferences";455;4;10729;2;1
"1437u(c)(4))";"LegalReferences";456;4;10729;2;1
"1444)";"LegalReferences";457;4;10729;1;1
"1454(a)(2))";"LegalReferences";458;4;10729;6;1
"1455(l)(2))";"LegalReferences";459;4;10729;1;1
"1461(a))";"LegalReferences";460;4;10729;1;1
"1461(c))";"LegalReferences";461;4;10729;1;1
"1461)";"LegalReferences";462;4;10729;2;1
"1462)";"LegalReferences";463;4;10729;2;1
"1462a)";"LegalReferences";464;4;10729;1;1
"1463)";"LegalReferences";465;4;10729;1;1
"1464(b)(1)(B))";"LegalReferences";466;4;10729;1;1
"1464(b))";"LegalReferences";467;4;10729;1;1
"1464)";"LegalReferences";468;4;10729;2;1
"1466a)";"LegalReferences";469;4;10729;1;1
"1467)";"LegalReferences";470;4;10729;1;1
"1467a(a)(1)(D)(ii))";"LegalReferences";471;4;10729;1;1
"1467a(b)(2)";"LegalReferences";472;4;10729;1;1
"1467a(b))";"LegalReferences";473;4;10729;1;1
"1467a(c)(2))";"LegalReferences";474;4;10729;1;1
"1467a(e)(2))";"LegalReferences";475;4;10729;1;1
"1467a(m)(3))";"LegalReferences";476;4;10729;1;1
"1467a(o)";"LegalReferences";477;4;10729;1;1
"1467a)";"LegalReferences";478;4;10729;2;1
"1468)";"LegalReferences";479;4;10729;3;1
"1468a)";"LegalReferences";480;4;10729;2;1
"1471";"LegalReferences";481;4;10729;1;1
"1472)";"LegalReferences";482;4;10729;1;1
"1473(g))";"LegalReferences";483;4;10729;1;1
"15";"Attributes";484;1;4156;26;1
"15(b)";"LegalReferences";485;4;10729;7;1
"15(b)(1)";"LegalReferences";486;4;10729;1;1
"15(b)(11)";"LegalReferences";487;4;10729;2;1
"15(b)(4)";"LegalReferences";488;4;10729;1;1
"15(b)(6)(A)";"LegalReferences";489;4;10729;1;1
"15(c)(1)(A)";"LegalReferences";490;4;10729;1;1
"15(c)(3)";"LegalReferences";491;4;10729;5;1
"15(c)(5)";"LegalReferences";492;4;10729;1;1
"15(d)";"LegalReferences";493;4;10729;4;1
"15)";"Attributes";494;1;4156;1;1
"150(d)(2)";"LegalReferences";495;4;10729;1;1
"1502";"LegalReferences";496;4;10729;2;1
"1503";"LegalReferences";497;4;10729;2;1
"1507";"LegalReferences";498;4;10729;1;1
"1507(a)(1)";"LegalReferences";499;4;10729;1;1
"1509";"LegalReferences";500;4;10729;1;1
"1513(e)";"LegalReferences";501;4;10729;1;1
"1517";"LegalReferences";502;4;10729;1;1
"152";"LegalReferences";503;4;10729;1;1
"153";"LegalReferences";504;4;10729;1;1
"154";"LegalReferences";505;4;10729;2;1
"154(b)(1)";"LegalReferences";506;4;10729;1;1
"158(a)";"LegalReferences";507;4;10729;1;1
"158(b)";"LegalReferences";508;4;10729;1;1
"15A";"LegalReferences";509;4;10729;5;1
"16";"LegalReferences";510;4;10729;3;1
"16(a)";"LegalReferences";511;4;10729;1;1
"16)";"LegalReferences";512;4;10729;1;1
"1602)";"LegalReferences";513;4;10729;1;1
"1603";"LegalReferences";514;4;10729;1;1
"1604(a))";"LegalReferences";515;4;10729;1;1
"1604(b))";"LegalReferences";516;4;10729;1;1
"1604(f)(1))";"LegalReferences";517;4;10729;1;1
"1604)";"LegalReferences";518;4;10729;2;1
"1607";"LegalReferences";519;4;10729;1;1
"1639)";"LegalReferences";520;4;10729;1;1
"1639a)";"LegalReferences";521;4;10729;1;1
"165";"LegalReferences";522;4;10729;4;1
"165(a)";"LegalReferences";523;4;10729;5;1
"165(d)";"LegalReferences";524;4;10729;1;1
"167";"LegalReferences";525;4;10729;1;1
"167(b)(2))";"LegalReferences";526;4;10729;1;1
"1681a(k)(2))";"LegalReferences";527;4;10729;1;1
"1681a)";"LegalReferences";528;4;10729;1;1
"1681b(g))";"LegalReferences";529;4;10729;1;1
"1681i(e))";"LegalReferences";530;4;10729;1;1
"1681m(e)(1))";"LegalReferences";531;4;10729;1;1
"1681m(e))";"LegalReferences";532;4;10729;2;1
"1681m(h)(6))";"LegalReferences";533;4;10729;1;1
"1681s)";"LegalReferences";534;4;10729;1;1
"1681w(a)(1))";"LegalReferences";535;4;10729;2;1
"1681w(a)(3))";"LegalReferences";536;4;10729;1;1
"1691)";"LegalReferences";537;4;10729;1;1
"1691a)";"LegalReferences";538;4;10729;1;1
"1691b)";"LegalReferences";539;4;10729;1;1
"1691c(a)(4))";"LegalReferences";540;4;10729;1;1
"1691c)";"LegalReferences";541;4;10729;1;1
"1691e(e))";"LegalReferences";542;4;10729;1;1
"1691e(f))";"LegalReferences";543;4;10729;1;1
"1691e(g))";"LegalReferences";544;4;10729;1;1
"1692a)";"LegalReferences";545;4;10729;1;1
"1692l)";"LegalReferences";546;4;10729;1;1
"1693(b))";"LegalReferences";547;4;10729;1;1
"1693a)";"LegalReferences";548;4;10729;1;1
"1693b(c))";"LegalReferences";549;4;10729;1;1
"1693b)";"LegalReferences";550;4;10729;1;1
"1693m)";"LegalReferences";551;4;10729;1;1
